"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","45"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","4"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Crunch_Impact_Ring.M_Crunch_Impact_Ring","0","22","22","1","36.863815","0","22"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Glass.M_Glass","0","29","29","1","37.154213","0","29"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign2.M_Sign2","0","23","23","1","29.581909","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign1.M_Sign1","0","23","23","1","0.000000","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign7.M_Sign7","0","23","23","1","0.000000","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign10.M_Sign10","0","23","23","1","0.000000","0","23"
"/Game/ParisStreet/Materials/MM_Glass.MM_Glass","0","148","148","4","450.716064","0","148"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Anime_Flare.M_Anime_Flare","0","34","38","1","36.284233","0","38"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Inky_Smoke_Burst.M_Inky_Smoke_Burst","0","37","37","1","25.337389","0","37"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Video.M_Video","0","23","23","1","22.680916","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Lensflare_TB_Soft_LDR2HDR.M_Lensflare_TB_Soft_LDR2HDR","0","14","14","1","8.721726","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Radial_Refraction.M_Radial_Refraction","0","17","17","1","12.731497","0","17"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Projectile_Wind_Rush.M_Projectile_Wind_Rush","0","23","23","1","18.699903","0","23"
"/Game/ParisStreet/HDRI/HDRI1_Mat.HDRI1_Mat","0","29","0","1","0.000000","0","0"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_DemoWallPattern.M_DemoWallPattern","0","69","23","3","23.503851","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","35","0","1","0.000000","0","0"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_SignYouTube.M_SignYouTube","0","14","14","1","0.000000","0","14"
"/Game/ParisStreet/Materials/MM_Bush.MM_Bush","0","42","0","1","0.000000","0","0"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign4.M_Sign4","0","23","23","1","0.000000","0","23"
"/Game/Fantasy_Pack/Characters/Golem/Material/M_Golem.M_Golem","0","26","0","1","0.000000","0","0"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Hotdog_Spark_VLerp_DOF_Rand_Master.M_Hotdog_Spark_VLerp_DOF_Rand_Master","0","34","38","1","38.373062","0","38"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign5.M_Sign5","0","23","23","1","0.000000","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign3.M_Sign3","0","23","23","1","0.000000","0","23"
"/Game/ParisStreet/Materials/MM_Dust_2.MM_Dust_2","0","38","38","1","35.006073","0","38"
"/Game/ParisStreet/Materials/MM_Dust.MM_Dust","0","38","38","1","33.723320","0","38"
"/Game/Inventory/Materials/M_Mannquinn.M_Mannquinn","0","13","13","1","5.707537","0","13"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign8.M_Sign8","0","23","23","1","0.000000","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Logo.M_Logo","0","29","29","1","30.339182","0","29"
"/Game/ParisStreet/Materials/MM_Tegole03.MM_Tegole03","0","26","27","1","28.928114","0","27"
"/Game/ParisStreet/Materials/MM_Tegole04.MM_Tegole04","0","40","42","1","38.774742","0","42"
"/Game/ParisStreet/Materials/MM_Basic02.MM_Basic02","0","42","44","1","39.229782","0","44"
"/Game/ParisStreet/Materials/MM_MasterEmissive.MM_MasterEmissive","0","26","27","1","28.428040","0","27"
"/Game/ParisStreet/Materials/MM_OpacityMask.MM_OpacityMask","0","42","44","1","42.328354","0","44"
"/Game/ParisStreet/Materials/MM_Tegole.MM_Tegole","0","52","54","2","68.158310","0","54"
"/Game/ParisStreet/Materials/MI_GlassCubemap.MI_GlassCubemap","0","23","23","1","24.071520","0","23"
"/Game/Fantasy_Pack/Characters/RPG_Knight/Materials/M_Knight_Body.M_Knight_Body","0","32","34","1","30.788465","0","34"
"/Game/ParisStreet/Materials/MM_Fogging.MM_Fogging","0","47","47","1","43.741112","0","47"
"/Game/Fantasy_Pack/Characters/RPG_Knight/Materials/M_Knight_Armors_Weapon.M_Knight_Armors_Weapon","0","32","34","1","0.000000","0","34"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_TacticiaAirglow.M_TacticiaAirglow","0","14","14","1","9.302018","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_TerraHitArc.M_TerraHitArc","0","30","30","1","19.516369","0","30"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_WeaponSet_1.M_WeaponSet_1","0","35","35","1","33.883675","0","35"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Hotdog_Spark_VLerp_MASTER.M_Hotdog_Spark_VLerp_MASTER","0","14","14","1","9.337069","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Soft_Spark_Glow.M_Soft_Spark_Glow","0","14","14","1","8.549457","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Lensflare_TB_Soft.M_Lensflare_TB_Soft","0","11","11","1","7.063040","0","11"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_SparksPhoto.M_SparksPhoto","0","14","14","1","9.255087","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Terra_ChromaticFresnel.M_Terra_ChromaticFresnel","0","22","22","1","15.064475","0","22"
"/Game/Inventory/Materials/M_PotionA_Cork_BaseColor_Mat.M_PotionA_Cork_BaseColor_Mat","0","14","14","1","13.906937","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_UE4Man_Body.M_UE4Man_Body","0","108","116","2","108.006622","0","116"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign9.M_Sign9","0","23","23","1","0.000000","0","23"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Sign6.M_Sign6","0","23","23","1","0.000000","0","23"
"/Game/Inventory/Materials/M_PotionA_Glass_BaseColor_Mat.M_PotionA_Glass_BaseColor_Mat","0","14","14","1","0.000000","0","14"
"/Game/Fantasy_Pack/Characters/Warrior/Materials/M_Warriror.M_Warriror","0","32","34","1","0.000000","0","34"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Fire_Procedural_Round.M_Fire_Procedural_Round","0","11","11","1","8.521548","0","11"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Turbulent_SmokeSubUV.M_Turbulent_SmokeSubUV","0","14","14","1","9.054602","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Hotdog_Spark_VLerp_MASTERKwang.M_Hotdog_Spark_VLerp_MASTERKwang","0","14","14","1","0.000000","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_CleanseFlare.M_CleanseFlare","0","17","17","1","11.409045","0","17"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Radial_Gradient_DepthFade.M_Radial_Gradient_DepthFade","0","14","14","1","9.322117","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_SaveFile.M_SaveFile","0","14","14","1","0.000000","0","14"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Crunch_Impact_02.M_Crunch_Impact_02","0","12","12","1","8.739794","0","12"
"/Game/Inventory/Materials/M_Chest_Mat.M_Chest_Mat","0","14","14","1","0.000000","0","14"
"/Game/Inventory/Materials/M_Coinpuresnormal_Mat.M_Coinpuresnormal_Mat","0","14","14","1","0.000000","0","14"
"/Game/Inventory/Materials/M_String_Mat.M_String_Mat","0","14","14","1","0.000000","0","14"
"/Game/Inventory/Materials/M_armor_giseti_BaseColor_Mat.M_armor_giseti_BaseColor_Mat","0","26","26","1","23.753275","0","26"
"/Game/Inventory/Materials/M_Knight_Base_Color_Mat.M_Knight_Base_Color_Mat","0","32","34","1","31.832693","0","34"
"/Game/Inventory/Materials/M_KnightShield_Mat.M_KnightShield_Mat","0","14","14","1","0.000000","0","14"
"/Game/Inventory/Materials/M_SteelShield_Mat.M_SteelShield_Mat","0","14","14","1","0.000000","0","14"
"/Game/ParisStreet/Materials/MM_DefaultStreet.MM_DefaultStreet","0","41","44","1","89.587036","41","132"
"/Game/ParisStreet/Materials/MM_Ground_2.MM_Ground_2","0","69","69","3","71.562698","0","69"
"/Game/ParisStreet/Materials/MM_HouseVertexPainting01.MM_HouseVertexPainting01","0","26","27","1","29.810772","0","27"
"/Game/ParisStreet/Materials/MM_Landscape.MM_Landscape","0","102","106","2","77.218300","0","106"
"/Game/ParisStreet/Materials/MM_Decals.MM_Decals","0","64","64","2","63.476685","0","64"
"/Game/ParisStreet/Materials/MM_Basic01.MM_Basic01","0","42","44","1","41.931339","0","44"
"/Game/ParisStreet/Materials/MM_Glass02.MM_Glass02","0","63","64","2","136.488831","0","64"
"/Game/FlexibleCombatSystem/DemoRoom/VFX/Materials/M_Magical_Threads_GPU.M_Magical_Threads_GPU","0","17","17","1","11.730979","0","17"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","128","6","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","30"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Kwang_Weapon_Bright.M_Kwang_Weapon_Bright","0","63","67","1","131.463638","63","201"
"/Game/FlexibleCombatSystem/DemoRoom/Materials/M_Terra_Helmet.M_Terra_Helmet","0","73","79","1","273.819183","146","395"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","272","6","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
